step,D,het_area,het_pairs,total_pairs,min_vol,max_vol,recon
0,-0.530426,0.218831,405,1687,0.306695,2.50512,0
2500,-0.530284,0.180707,439,1837,0.771742,1.09386,150
5000,-0.529371,0.177966,447,1873,0.783098,1.08623,186
7500,-0.528465,0.176949,452,1891,0.747777,1.08493,204
10000,-0.529919,0.177383,453,1900,0.781102,1.07546,213
12500,-0.527739,0.178634,458,1913,0.720664,1.08012,226
15000,-0.526749,0.179249,461,1923,0.766691,1.07533,236
17500,-0.526772,0.179027,462,1926,0.775122,1.08139,239
20000,-0.526821,0.178628,463,1932,0.799706,1.08525,245
22500,-0.526821,0.178201,463,1932,0.758079,1.09025,245
25000,-0.526821,0.178469,463,1932,0.805628,1.08808,245
27500,-0.527323,0.178652,463,1934,0.790319,1.07978,247
30000,-0.526859,0.177879,464,1937,0.819814,1.08032,250
32500,-0.525697,0.177881,466,1941,0.825469,1.0759,254
35000,-0.524068,0.17821,470,1950,0.834155,1.09208,263
37500,-0.524134,0.177466,471,1954,0.832093,1.0681,267
40000,-0.524131,0.177257,472,1957,0.840196,1.06775,270
42500,-0.52393,0.178623,473,1960,0.837157,1.08499,273
45000,-0.524268,0.179828,473,1961,0.8462,1.07233,274
47500,-0.523697,0.179858,474,1963,0.833824,1.06966,276
50000,-0.524084,0.17844,474,1964,0.783424,1.08589,277
52500,-0.52306,0.177925,476,1968,0.760357,1.07256,281
55000,-0.522151,0.177038,478,1973,0.758887,1.07354,286
57500,-0.522616,0.17651,478,1976,0.710358,1.07317,289
60000,-0.522895,0.17678,478,1978,0.588228,1.07837,291
62500,-0.520932,0.179314,481,1983,0.418485,1.07573,296
65000,-0.518093,0.179495,486,1992,0.436857,1.0892,305
67500,-0.518132,0.179346,486,1993,0.394351,1.08864,306
70000,-0.518654,0.179425,486,1996,0.477785,1.09181,309
72500,-0.519362,0.179521,486,1998,0.422891,1.09022,311
75000,-0.519527,0.180757,486,1999,0.47114,1.09062,312
77500,-0.519739,0.180966,486,2000,0.445491,1.09129,313
80000,-0.519739,0.180338,486,2000,0.442853,1.08745,313
82500,-0.519739,0.181003,486,2000,0.50241,1.09126,313
85000,-0.519739,0.180844,486,2000,0.444711,1.08573,313
87500,-0.51917,0.181274,487,2001,0.487558,1.08309,314
90000,-0.520049,0.181582,487,2005,0.311096,1.0911,318
92500,-0.520231,0.181489,487,2006,0.520061,1.08702,319
95000,-0.519205,0.181247,489,2010,0.739416,1.09077,323
97500,-0.519551,0.18019,490,2014,0.778269,1.09238,327
100000,-0.519239,0.179994,491,2016,0.763505,1.09556,329
