step,D,het_area,het_pairs,total_pairs,min_vol,max_vol,recon
0,0.0117728,0.488367,848,1674,0.144996,2.64709,0
2500,0.00417913,0.481586,919,1828,0.869987,1.09793,154
5000,0.0056888,0.47797,938,1862,0.66733,1.09535,188
7500,0.00280215,0.477035,945,1880,0.632393,1.10553,206
10000,0.0031819,0.47852,958,1904,0.652223,1.09092,230
12500,0.00130829,0.478676,963,1916,0.724293,1.09406,242
15000,0.0026403,0.479924,970,1927,0.76268,1.09307,253
17500,0.00365694,0.48069,976,1936,0.672553,1.09666,262
20000,0.00317141,0.480152,979,1943,0.651234,1.10762,269
22500,0.00415998,0.479177,981,1945,0.701329,1.09723,271
25000,0.00409174,0.479545,982,1947,0.755264,1.09658,273
27500,0.00342461,0.479875,985,1954,0.761158,1.09676,280
30000,0.00240183,0.478859,986,1958,0.793947,1.10244,284
32500,0.00193878,0.47954,989,1966,0.7821,1.09822,292
35000,0.000494238,0.480685,989,1969,0.776782,1.09363,295
37500,0.000972846,0.480748,992,1974,0.806619,1.08948,300
40000,0.00178465,0.480582,994,1976,0.876626,1.09052,302
42500,0.00176125,0.480905,995,1978,0.884432,1.08978,304
45000,0.00412705,0.481062,1000,1983,0.881999,1.08852,309
47500,0.00461017,0.480587,1002,1986,0.889803,1.08848,312
50000,0.00323122,0.482202,1004,1993,0.89887,1.08917,319
52500,0.00221114,0.481956,1006,1999,0.897951,1.09282,325
55000,0.00275526,0.481241,1008,2003,0.890636,1.08733,329
57500,0.00370866,0.479789,1011,2007,0.722406,1.0921,333
60000,0.00388925,0.478472,1012,2009,0.896259,1.09681,335
62500,0.00501118,0.478404,1014,2011,0.890289,1.09029,337
65000,0.00440796,0.477985,1014,2012,0.883587,1.08196,338
67500,0.00440796,0.476966,1014,2012,0.829222,1.08456,338
70000,0.0035814,0.474956,1015,2015,0.744112,1.09458,341
72500,0.00340781,0.475567,1016,2017,0.670531,1.09348,343
75000,0.00290727,0.475944,1017,2020,0.573515,1.09416,346
77500,0.00141442,0.479984,1017,2023,0.484172,1.09601,349
80000,0.0020075,0.479641,1019,2026,0.450636,1.09145,352
82500,0.00301991,0.479167,1021,2028,0.50574,1.08933,354
85000,0.00247365,0.477255,1021,2029,0.670124,1.0959,355
87500,0.00276794,0.476794,1023,2032,0.742046,1.10451,358
90000,0.00276794,0.476406,1023,2032,0.663628,1.10263,358
92500,0.00321236,0.477716,1026,2037,0.666073,1.10192,363
95000,0.00321236,0.478722,1026,2037,0.647644,1.10477,363
97500,0.00367593,0.478574,1027,2038,0.717751,1.10651,364
100000,0.00306899,0.48036,1028,2041,0.77475,1.26686,367
