step,D,het_area,het_pairs,total_pairs,min_vol,max_vol,recon
0,-0.0207659,0.477704,826,1687,0.306695,2.50512,0
2500,-0.0288186,0.454726,895,1844,0.865754,1.08835,157
5000,-0.0263787,0.45154,909,1868,0.853034,1.08286,181
7500,-0.0237154,0.450477,922,1891,0.860513,1.08838,204
10000,-0.0242865,0.449187,923,1895,0.872368,1.08079,208
12500,-0.0248069,0.446565,926,1903,0.862645,1.085,216
15000,-0.022535,0.443709,936,1919,0.467025,1.07479,232
17500,-0.0245527,0.442937,937,1925,0.502607,1.06651,238
20000,-0.0252212,0.44372,938,1928,0.784479,1.07792,241
22500,-0.0236921,0.444659,941,1931,0.617267,1.07581,244
25000,-0.0236921,0.445056,941,1931,0.651979,1.07712,244
27500,-0.0228999,0.447019,945,1937,0.719497,1.07719,250
30000,-0.0224381,0.447629,946,1938,0.686709,1.07622,251
32500,-0.0214933,0.447588,949,1942,0.669712,1.07419,255
35000,-0.0215695,0.447392,950,1944,0.618919,1.08462,257
37500,-0.0205158,0.449564,953,1948,0.761772,1.08434,261
40000,-0.0210089,0.449656,953,1949,0.772784,1.08424,262
42500,-0.0215654,0.450043,954,1952,0.774162,1.08926,265
45000,-0.0221622,0.449385,955,1955,0.62936,1.08044,268
47500,-0.023526,0.449857,957,1961,0.752611,1.07544,274
50000,-0.0222854,0.448777,960,1965,0.718549,1.07687,278
52500,-0.0215833,0.447646,962,1968,0.730688,1.09098,281
55000,-0.0203083,0.448067,966,1973,0.727046,1.09644,286
57500,-0.0211295,0.448478,966,1975,0.748198,1.09065,288
60000,-0.0214611,0.449232,966,1976,0.71904,1.08812,289
62500,-0.0214611,0.44951,966,1976,0.733718,1.07796,289
65000,-0.0205458,0.449442,968,1978,0.732534,1.08151,291
67500,-0.0216883,0.449489,968,1981,0.616504,1.07999,294
70000,-0.0218722,0.449733,969,1985,0.606027,1.07893,298
72500,-0.0219607,0.448953,970,1987,0.605665,1.07955,300
75000,-0.020509,0.44929,973,1990,0.658598,1.08353,303
77500,-0.0205421,0.449414,974,1992,0.653647,1.08152,305
80000,-0.0198966,0.449666,976,1995,0.633528,1.08226,308
82500,-0.0190745,0.449109,979,2000,0.681966,1.08327,313
85000,-0.0174878,0.446595,984,2007,0.672312,1.08408,320
87500,-0.0174878,0.446183,984,2007,0.799694,1.08397,320
90000,-0.0184834,0.446298,985,2011,0.772237,1.08809,324
92500,-0.0188192,0.447505,985,2012,0.677621,1.09056,325
95000,-0.0194778,0.44765,986,2015,0.692201,1.09146,328
97500,-0.0188869,0.447558,987,2016,0.704322,1.0893,329
100000,-0.0188869,0.447072,987,2016,0.702302,1.09281,329
