step,D,het_area,het_pairs,total_pairs,min_vol,max_vol,recon
0,-0.561926,0.206827,383,1686,0.182048,2.44237,0
2500,-0.551064,0.188883,422,1836,0.50052,1.08676,150
5000,-0.550406,0.187875,431,1870,0.824646,1.08549,184
7500,-0.549548,0.185719,437,1896,0.827303,1.07552,210
10000,-0.550425,0.184162,440,1912,0.825453,1.1147,226
12500,-0.549852,0.183647,442,1919,0.8303,1.08007,233
15000,-0.551304,0.184301,443,1930,0.832652,1.07331,244
17500,-0.553451,0.185664,443,1941,0.792013,1.08288,255
20000,-0.553971,0.18476,443,1942,0.784355,1.10824,256
22500,-0.554086,0.185049,444,1947,0.806521,1.08935,261
25000,-0.553764,0.184802,445,1950,0.822175,1.06953,264
27500,-0.551723,0.183805,448,1955,0.819683,1.08329,269
30000,-0.552498,0.182325,448,1957,0.859217,1.07116,271
32500,-0.552501,0.182248,449,1962,0.848871,1.06993,276
35000,-0.549857,0.183433,453,1969,0.824203,1.07031,283
37500,-0.551354,0.18438,453,1974,0.849276,1.08185,288
40000,-0.550167,0.184777,455,1976,0.843319,1.07674,290
42500,-0.550886,0.185219,455,1980,0.836679,1.07039,294
45000,-0.550539,0.186771,456,1983,0.836289,1.06983,297
47500,-0.551126,0.186051,457,1989,0.848124,1.0753,303
50000,-0.550967,0.186551,458,1992,0.855486,1.07392,306
52500,-0.551374,0.185441,458,1994,0.864196,1.07917,308
55000,-0.551798,0.186966,460,2001,0.870091,1.07396,315
57500,-0.550144,0.187738,463,2008,0.864214,1.07691,322
60000,-0.550051,0.187604,464,2011,0.854251,1.07055,325
62500,-0.548559,0.186226,467,2016,0.85166,1.06902,330
65000,-0.548785,0.186145,467,2018,0.863142,1.06769,332
67500,-0.547954,0.18693,468,2019,0.872229,1.07142,333
70000,-0.547954,0.186177,468,2019,0.869082,1.07341,333
72500,-0.549127,0.187607,468,2023,0.703821,1.07186,337
75000,-0.548443,0.186843,469,2024,0.812428,1.07386,338
77500,-0.548151,0.185672,470,2028,0.798271,1.07775,342
80000,-0.547651,0.184649,471,2030,0.842247,1.11114,344
82500,-0.547651,0.184926,471,2030,0.823242,1.12628,344
85000,-0.547094,0.184541,472,2033,0.697534,1.09567,347
87500,-0.544705,0.184588,476,2038,0.805285,1.11353,352
90000,-0.545097,0.182931,476,2040,0.795447,1.1336,354
92500,-0.544502,0.184168,477,2042,0.781834,1.15271,356
95000,-0.544425,0.18562,478,2046,0.822174,1.13278,360
97500,-0.544388,0.185908,479,2050,0.87686,1.15123,364
100000,-0.54324,0.187318,481,2053,0.818511,1.14446,367
